species	temperature_min	temperature_max	climate	environment	depth_min	depth_max	metabolism_data	speed_data	gill_area_data
Nealotus tripes	NA	NA	NA	bathypelagic marine deep-water oceanodromous	914	1646	False	False	False
Nelusetta ayraudi	NA	NA	subtropical	marine demersal	0	360	False	False	False
Nematalosa come	NA	NA	tropical	marine pelagic-neritic	10	13	False	False	False
Nematalosa japonica	NA	NA	tropical	benthopelagic marine	NA	NA	False	False	False
Nemichthys scolopaceus	NA	NA	NA	bathypelagic marine deep-water	0	3656	False	False	False
Neoceratias spinifer	NA	NA	NA	marine demersal deep-water	0	1200	False	False	False
Neocyttus rhomboidalis	NA	NA	NA	bathypelagic marine deep-water oceanodromous	200	1240	False	False	False
Neolamprologus brichardi	22.0	25.0	tropical	freshwater benthopelagic	NA	NA	True	False	False
Neosalanx taihuensis	NA	NA	subtropical	freshwater demersal	NA	NA	False	False	False
Neoscopelus macrolepidotus	NA	NA	NA	bathypelagic marine non-migratory deep-water	300	1180	False	False	False
Neoscopelus microchir	NA	NA	NA	bathypelagic marine deep-water	250	700	False	False	False
Nesiarchus nasutus	NA	NA	NA	benthopelagic marine deep-water	200	1200	False	False	False
Nessorhamphus ingolfianus	NA	NA	NA	bathypelagic marine deep-water	0	1800	False	False	False
Nettastoma parviceps	NA	NA	NA	benthopelagic marine deep-water	60	1190	False	False	False
Nibea albiflora	NA	NA	temperate	benthopelagic marine	25	80	False	False	False
Nicholsicypris normalis	NA	NA	subtropical	freshwater benthopelagic brackish	NA	NA	False	False	False
Nimbochromis linni	23.0	25.0	tropical	freshwater demersal	2	61	False	False	False
Niwaella delicata	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Normichthys operosus	NA	NA	NA	bathypelagic marine deep-water	NA	1000	False	False	False
Notacanthus chemnitzi	2.0	4.0	NA	benthopelagic marine deep-water	125	3285	False	False	False
Notemigonus crysoleucas	NA	35.0	temperate	freshwater demersal	10	NA	True	False	False
Nothobranchius furzeri	23.0	30.0	tropical	freshwater benthopelagic non-migratory	NA	NA	False	False	False
Notolychnus valdiviae	NA	NA	NA	bathypelagic marine deep-water oceanodromous	25	700	False	False	False
Notopterus notopterus	24.0	28.0	tropical	freshwater brackish potamodromous demersal	NA	NA	False	False	False
Notoscopelus caudispinosus	NA	NA	NA	bathypelagic marine deep-water oceanodromous	0	NA	False	False	False
Notoscopelus elongatus	NA	NA	subtropical	pelagic-oceanic oceanodromous marine	45	1000	False	False	False
Notoscopelus japonicus	NA	NA	NA	bathypelagic marine deep-water	0	785	False	False	False
Notoscopelus kroyeri	NA	NA	temperate	pelagic-oceanic oceanodromous marine	0	1000	False	False	False
Notothenia coriiceps	NA	NA	polar	marine demersal	0	550	True	False	False
Notropis stramineus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Novumbra hubbsi	4.0	25.0	temperate	freshwater demersal	NA	NA	False	False	False
Odax cyanomelas	NA	NA	subtropical	marine pelagic-neritic	1	15	False	False	False
Odaxothrissa losera	NA	NA	tropical	pelagic freshwater	NA	NA	False	False	False
Odontamblyopus rubicundus	20.0	30.0	subtropical	amphidromous benthopelagic marine brackish	NA	NA	False	False	False
Odontobutis platycephala	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Odonus niger	NA	NA	tropical	reef-associated oceanodromous marine	5	40	False	False	False
Oedalechilus labeo	NA	NA	subtropical	marine brackish demersal	NA	NA	False	False	False
Omegophora armilla	NA	NA	temperate	marine demersal	NA	146	False	False	False
Oncorhynchus clarkii	NA	23.0	temperate	anadromous freshwater marine brackish demersal	0	200	False	False	False
Oncorhynchus gorbuscha	NA	21.0	subtropical	anadromous freshwater marine brackish demersal	0	250	False	True	False
Oncorhynchus keta	NA	24.0	temperate	benthopelagic freshwater marine brackish anadromous	0	250	False	False	False
Oncorhynchus kisutch	NA	25.0	temperate	anadromous freshwater marine brackish demersal	0	250	True	True	False
Oncorhynchus masou	NA	NA	temperate	benthopelagic freshwater marine brackish anadromous	0	200	False	False	False
Oncorhynchus mykiss	10.0	24.0	subtropical	benthopelagic freshwater marine brackish anadromous	0	200	True	True	True
Oncorhynchus nerka	NA	25.0	temperate	pelagic-oceanic freshwater marine brackish anadromous	0	250	True	True	False
Oncorhynchus tshawytscha	NA	25.0	temperate	benthopelagic freshwater marine brackish anadromous	0	375	True	True	False
Oneirodes thompsoni	2.0	4.0	NA	bathypelagic marine deep-water	100	2014	False	False	False
Onychostoma alticorpus	NA	NA	subtropical	freshwater benthopelagic	0	10	False	False	False
Onychostoma barbatulum	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Onychostoma barbatum	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Onychostoma lini	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Onychostoma simum	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Ophisurus macrorhynchos	NA	NA	temperate	marine demersal	NA	NA	False	False	False
Opisthoproctus soleatus	NA	NA	NA	bathypelagic marine deep-water	300	800	False	False	False
Opistognathus jacksoniensis	22.0	28.0	subtropical	reef-associated marine	20	NA	False	False	False
Oplegnathus fasciatus	NA	NA	temperate	reef-associated marine	1	10	False	False	False
Oplegnathus punctatus	NA	NA	tropical	reef-associated oceanodromous marine	3	135	False	False	False
Opsariichthys bidens	10.0	20.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Opsariichthys uncirostris	10.0	22.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Oreochromis aureus	8.0	30.0	tropical	freshwater benthopelagic brackish potamodromous	5	NA	True	False	False
Oreochromis mossambicus	17.0	35.0	tropical	amphidromous freshwater benthopelagic brackish	1	12	True	False	False
Oreochromis niloticus	14.0	33.0	tropical	freshwater benthopelagic brackish potamodromous	0	6	True	False	True
Oreoglanis macropterus	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Oreoleuciscus potanini	10.0	20.0	temperate	freshwater demersal	NA	NA	False	False	False
Oryzias celebensis	22.0	30.0	tropical	freshwater benthopelagic non-migratory	NA	NA	False	False	False
Oryzias dancena	NA	NA	tropical	freshwater benthopelagic brackish	NA	NA	False	False	False
Oryzias javanicus	22.0	25.0	tropical	freshwater benthopelagic brackish non-migratory	NA	NA	False	False	False
Oryzias latipes	18.0	24.0	subtropical	amphidromous freshwater benthopelagic brackish	NA	NA	True	False	False
Oryzias luzonensis	NA	NA	tropical	freshwater benthopelagic non-migratory	NA	NA	False	False	False
Oryzias marmoratus	22.0	25.0	tropical	freshwater benthopelagic non-migratory	NA	NA	False	False	False
Oryzias melastigma	NA	NA	tropical	freshwater benthopelagic brackish	NA	NA	False	False	False
Oryzias minutillus	22.0	25.0	tropical	freshwater benthopelagic non-migratory	NA	NA	False	False	False
Oryzias sarasinorum	24.0	29.0	tropical	pelagic freshwater	NA	NA	False	False	False
Oryzias sinensis	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Osmerus mordax	NA	NA	temperate	pelagic-oceanic freshwater marine brackish anadromous	0	425	False	False	False
Osteochilus salsburyi	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Osteoglossum bicirrhosum	24.0	30.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Ostichthys japonicus	NA	NA	tropical	reef-associated marine	NA	NA	False	False	False
Ostracion immaculatus	NA	NA	temperate	marine demersal	NA	NA	False	False	False
Oxuderces dentatus	NA	NA	tropical	amphidromous freshwater brackish demersal	NA	NA	False	False	False
Oxymonacanthus longirostris	NA	NA	tropical	reef-associated marine non-migratory	4	30	False	False	False
Oxyurichthys formosanus	NA	NA	tropical	amphidromous marine brackish demersal	NA	NA	False	False	False
Paedocypris progenetica	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Pagellus bogaraveo	NA	NA	temperate	benthopelagic marine	NA	700	False	False	False
Pagrus auriga	NA	NA	subtropical	benthopelagic oceanodromous marine	NA	170	False	False	False
Pagrus major	NA	NA	subtropical	oceanodromous marine demersal	10	200	False	False	True
Pampus punctatissimus	NA	NA	subtropical	benthopelagic marine	NA	NA	False	False	False
Pangasianodon gigas	NA	NA	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Pangasianodon hypophthalmus	22.0	26.0	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Pangasius larnaudii	NA	NA	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Pangio anguillaris	24.0	26.0	tropical	freshwater demersal	NA	NA	False	False	False
Pantodon buchholzi	23.0	30.0	tropical	pelagic freshwater potamodromous	NA	NA	False	False	False
Papyrocranus congoensis	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Parabramis pekinensis	10.0	20.0	temperate	amphidromous freshwater benthopelagic	NA	NA	False	False	False
Parachanna insignis	22.0	28.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Paracheirodon innesi	20.0	26.0	tropical	pelagic freshwater	NA	NA	False	False	False
Paracirrhites arcatus	25.0	27.0	tropical	reef-associated marine	1	91	False	False	False
Paraconger notialis	NA	NA	tropical	marine demersal	25	50	False	False	False
Parahucho perryi	NA	NA	temperate	benthopelagic freshwater marine brackish anadromous	0	100	False	False	False
Parajulis poecilepterus	NA	NA	subtropical	marine demersal	NA	NA	False	False	False
Parakneria cameronensis	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Paralaubuca typus	NA	NA	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Paralichthys olivaceus	NA	NA	subtropical	oceanodromous marine demersal	10	200	False	False	False
Paraluteres prionurus	NA	NA	tropical	reef-associated marine non-migratory	1	25	False	False	False
Paramonacanthus choirocephalus	NA	NA	tropical	marine demersal	NA	8	False	False	False
Paramormyrops gabonensis	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Paraplagusia japonica	NA	NA	tropical	marine demersal	20	65	False	False	False
Parapristipoma trilineatum	NA	NA	subtropical	benthopelagic oceanodromous marine	NA	NA	False	False	False
Pararasbora moltrechti	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Parargyrops edita	NA	NA	subtropical	freshwater brackish demersal	NA	NA	False	False	False
Parataeniophorus gulosus	NA	NA	NA	bathypelagic marine deep-water	0	1400	False	False	False
Paratilapia polleni	24.0	28.0	tropical	freshwater demersal	NA	NA	False	False	False
Parazen pacificus	NA	NA	NA	bathydemersal marine deep-water	145	500	False	False	False
Paretroplus maculatus	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Pareuchiloglanis gracilicaudata	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pareutropius debauwi	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Pegasus volitans	NA	NA	tropical	marine brackish demersal	1	73	False	False	False
Pelagocephalus marki	NA	NA	temperate	marine demersal	NA	NA	False	False	False
Pelecus cultratus	10.0	20.0	temperate	pelagic anadromous freshwater brackish	20	NA	False	False	False
Pellona ditchela	NA	NA	tropical	anadromous freshwater marine brackish pelagic-neritic	10	55	False	False	False
Pellona flavipinnis	NA	NA	subtropical	pelagic freshwater brackish	NA	NA	False	False	False
Pellonula leonensis	NA	NA	tropical	anadromous freshwater marine brackish pelagic-neritic	NA	NA	False	False	False
Pellonula vorax	NA	NA	tropical	anadromous freshwater marine brackish pelagic-neritic	NA	NA	False	False	False
Pelteobagrus eupogon	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Pelteobagrus fulvidraco	16.0	25.0	temperate	freshwater demersal non-migratory	NA	NA	False	False	False
Pelteobagrus nitidus	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Pelteobagrus vachellii	NA	NA	subtropical	freshwater demersal	NA	NA	False	False	False
Pennahia argentata	NA	NA	temperate	benthopelagic oceanodromous marine	20	140	False	False	False
Pentaceros japonicus	NA	NA	subtropical	benthopelagic marine	100	830	False	False	False
Peprilus triacanthus	NA	NA	subtropical	benthopelagic oceanodromous marine brackish	15	420	False	False	False
Perca flavescens	NA	30.0	temperate	freshwater benthopelagic brackish	NA	56	True	False	False
Perccottus glenii	15.0	30.0	temperate	freshwater brackish demersal	NA	NA	False	False	False
Percina macrolepida	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Percocypris pingi	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Percopsis transmontana	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Pervagor janthinosoma	NA	NA	tropical	reef-associated marine	8	20	False	False	False
Petrocephalus microphthalmus	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Petrocephalus soudanensis	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Petrochromis trewavasae	23.0	25.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Petroscirtes breviceps	22.0	28.0	tropical	reef-associated oceanodromous marine	NA	10	False	False	False
Petrotilapia nigra	NA	NA	tropical	freshwater demersal	3	30	False	False	False
Phenacobius mirabilis	5.0	25.0	subtropical	freshwater demersal	NA	NA	False	False	False
Phenacogrammus interruptus	23.0	26.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Pholis crassispina	NA	NA	temperate	marine demersal	0	5	False	False	False
Phoxinus eos	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Phoxinus oxycephalus	10.0	20.0	temperate	freshwater demersal	NA	NA	False	False	False
Phoxinus percnurus	15.0	23.0	subtropical	freshwater benthopelagic non-migratory	NA	NA	False	False	False
Phoxinus perenurus	15.0	23.0	subtropical	freshwater benthopelagic non-migratory	NA	NA	False	False	False
Phoxinus phoxinus	2.0	20.0	temperate	freshwater brackish potamodromous demersal	NA	NA	False	False	False
Phoxinus steindachneri	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Phractolaemus ansorgii	25.0	30.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Physiculus japonicus	NA	NA	NA	bathydemersal marine deep-water	150	350	False	False	False
Pimelodus pictus	22.0	25.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Plagiognathops microlepis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Platax orbicularis	22.0	28.0	tropical	reef-associated marine brackish	5	30	False	False	False
Platichthys stellatus	NA	NA	polar	catadromous freshwater marine brackish demersal	0	375	True	False	False
Platycephalus indicus	NA	NA	subtropical	reef-associated oceanodromous marine brackish	20	200	False	False	False
Platytroctes apus	NA	NA	NA	bathypelagic marine deep-water	385	5393	False	False	False
Plecoglossus altivelis	NA	NA	subtropical	amphidromous freshwater marine brackish demersal	10	NA	True	False	False
Plectropomus areolatus	NA	NA	tropical	reef-associated marine	1	20	False	False	False
Plectropomus leopardus	24.0	NA	tropical	reef-associated oceanodromous marine	3	100	False	False	False
Pleuragramma antarcticum	NA	2.0	polar	pelagic-oceanic marine	0	728	False	False	False
Pleuronichthys cornutus	NA	NA	temperate	marine demersal	2	170	False	False	False
Plotosus japonicus	NA	NA	temperate	benthopelagic marine	NA	NA	False	False	False
Pollachius pollachius	NA	NA	temperate	benthopelagic oceanodromous marine	NA	200	True	False	False
Pollachius virens	NA	NA	temperate	oceanodromous marine demersal	37	364	False	True	True
Pollimyrus adspersus	22.0	24.0	tropical	freshwater demersal	NA	NA	False	False	False
Polymixia japonica	NA	NA	NA	bathypelagic marine deep-water	160	628	False	False	False
Polymixia lowei	NA	NA	NA	bathydemersal marine deep-water	50	600	False	False	False
Polyodon spathula	10.0	18.0	temperate	freshwater demersal potamodromous	2	NA	False	False	False
Polypterus ansorgii	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Polypterus bichir	NA	NA	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Polypterus delhezi	26.0	28.0	tropical	freshwater demersal	NA	NA	False	False	False
Polypterus endlicherii	NA	NA	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Polypterus mokelembembe	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Polypterus ornatipinnis	26.0	28.0	tropical	freshwater demersal	NA	NA	False	False	False
Polypterus palmas	26.0	28.0	tropical	freshwater demersal	NA	NA	False	False	False
Polypterus retropinnis	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Polypterus senegalus	25.0	28.0	tropical	freshwater demersal potamodromous	NA	NA	False	False	False
Polypterus teugelsi	25.0	27.0	tropical	freshwater demersal	NA	NA	False	False	False
Polypterus weeksii	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Polyspina piosae	NA	NA	subtropical	benthopelagic marine	NA	NA	False	False	False
Pomatomus saltatrix	NA	NA	subtropical	pelagic-oceanic oceanodromous marine brackish	0	200	False	False	False
Porichthys myriaster	NA	NA	subtropical	marine demersal	0	126	False	False	False
Poromitra oscitans	NA	NA	NA	bathypelagic marine deep-water	645	5320	False	False	False
Potamalosa richmondia	NA	NA	temperate	catadromous freshwater marine brackish pelagic-neritic	NA	NA	False	False	False
Potamothrissa acutirostris	NA	NA	tropical	pelagic freshwater	NA	NA	False	False	False
Potamothrissa obtusirostris	NA	NA	tropical	pelagic freshwater	NA	NA	False	False	False
Pristipomoides multidens	NA	NA	tropical	marine demersal	40	245	False	False	False
Procetichthys kreffti	NA	NA	NA	bathypelagic marine deep-water	0	2200	False	False	False
Procypris rabaudi	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Promethichthys prometheus	NA	NA	subtropical	benthopelagic oceanodromous marine	80	800	False	False	False
Prosopium cylindraceum	NA	NA	temperate	freshwater brackish potamodromous demersal	NA	72	False	False	False
Prosopium williamsoni	NA	23.0	temperate	freshwater benthopelagic	5	20	False	False	False
Protoanguilla palau	NA	NA	tropical	reef-associated marine	35	NA	False	False	False
Psenes cyanophrys	NA	NA	NA	bathypelagic marine deep-water oceanodromous	20	550	False	False	False
Psenes pellucidus	NA	NA	NA	bathypelagic marine deep-water	NA	1000	False	False	False
Psenopsis anomala	NA	NA	tropical	benthopelagic marine	0	370	False	False	False
Psephurus gladius	NA	NA	subtropical	freshwater demersal potamodromous	NA	NA	False	False	False
Psetta maxima	NA	NA	temperate	oceanodromous marine brackish demersal	20	70	True	False	False
Psettodes erumei	NA	NA	tropical	marine demersal	1	100	False	False	False
Pseudalutarius nasicornis	NA	NA	subtropical	reef-associated marine	1	55	False	False	False
Pseudaspius leptocephalus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudecheneis sulcata	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Pseudexostoma yunnanensis	NA	NA	temperate	freshwater demersal	NA	NA	False	False	False
Pseudobagrus brevicaudatus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudobagrus brevicorpus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudobagrus tokiensis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudobagrus trilineatus	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Pseudobagrus truncatus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudobagrus ussuriensis	12.0	25.0	temperate	freshwater demersal non-migratory	NA	NA	False	False	False
Pseudobalistes flavimarginatus	NA	NA	tropical	reef-associated marine	2	50	False	False	False
Pseudogobio esocinus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudogobius javanicus	23.0	25.0	tropical	amphidromous benthopelagic freshwater marine brackish	NA	NA	False	False	False
Pseudohemiculter dispar	NA	NA	subtropical	freshwater benthopelagic brackish	NA	NA	False	False	False
Pseudolabrus eoethinus	NA	NA	subtropical	reef-associated marine	NA	NA	False	False	False
Pseudolabrus sieboldi	NA	NA	subtropical	marine demersal	NA	NA	False	False	False
Pseudolaubuca engraulis	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Pseudomonacanthus peroni	NA	NA	tropical	reef-associated marine	NA	NA	False	False	False
Pseudopentaceros richardsoni	NA	NA	temperate	pelagic-oceanic marine	0	1000	False	False	False
Pseudopentaceros wheeleri	NA	NA	temperate	benthopelagic marine	146	800	False	False	False
Pseudopungtungia nigra	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudopungtungia tenuicorpus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudorasbora elongata	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Pseudorasbora parva	5.0	22.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudorasbora pumila	15.0	20.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Pseudotropheus crabro	24.0	26.0	tropical	freshwater demersal	15	18	False	False	False
Psilorhynchus homaloptera	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Psilorhynchus sucatio	15.0	23.0	subtropical	freshwater demersal	NA	NA	False	False	False
Pteraclis aesticola	NA	NA	temperate	benthopelagic oceanodromous marine	0	100	False	False	False
Pteragogus flagellifer	NA	NA	tropical	reef-associated marine	NA	NA	False	False	False
Pterapogon kauderni	NA	NA	tropical	marine demersal	0	16	False	False	False
Pterocaesio tile	NA	NA	tropical	reef-associated marine non-migratory	NA	60	False	False	False
Pterygoplichthys disjunctivus	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Ptychochromoides katria	NA	NA	tropical	freshwater demersal	NA	NA	False	False	False
Puck pinnata	NA	NA	NA	bathypelagic marine deep-water	NA	NA	False	False	False
Pungitius kaibarae	NA	NA	temperate	benthopelagic freshwater marine brackish	NA	NA	False	False	False
Pungitius pungitius	10.0	20.0	temperate	benthopelagic freshwater marine brackish anadromous	NA	110	False	False	False
Pungitius sinensis	NA	NA	temperate	benthopelagic freshwater marine brackish	NA	NA	False	False	False
Pungtungia herzi	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Puntius chalakkudiensis	NA	NA	tropical	freshwater benthopelagic	NA	NA	False	False	False
Puntius denisonii	15.0	25.0	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Puntius semifasciolatus	18.0	24.0	subtropical	freshwater benthopelagic	0	5	False	False	False
Puntius snyderi	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Puntius tetrazona	20.0	26.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Puntius ticto	14.0	22.0	subtropical	freshwater benthopelagic brackish potamodromous	NA	NA	True	False	False
Pygocentrus nattereri	23.0	27.0	subtropical	pelagic freshwater	NA	NA	True	False	False
Pythonichthys microphthalmus	NA	NA	tropical	marine demersal	40	150	False	False	False
Rachycentron canadum	NA	NA	subtropical	reef-associated oceanodromous marine brackish	0	1200	False	False	False
Raiamas guttatus	NA	NA	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Raiamas senegalensis	22.0	26.0	tropical	freshwater benthopelagic potamodromous	NA	NA	False	False	False
Ranzania laevis	NA	NA	subtropical	pelagic-oceanic marine	1	140	False	False	False
Rasbora cephalotaenia	22.0	24.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Rasbora daniconius	24.0	26.0	tropical	freshwater benthopelagic brackish potamodromous	NA	NA	False	False	False
Rasbora steineri	22.0	24.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Rasbora vaterifloris	25.0	29.0	tropical	freshwater benthopelagic	NA	NA	False	False	False
Rastrelliger brachysoma	20.0	30.0	tropical	oceanodromous marine brackish pelagic-neritic	15	200	False	False	False
Rastrelliger kanagurta	17.0	NA	tropical	oceanodromous marine pelagic-neritic	20	90	False	False	False
Reinhardtius hippoglossoides	-1.0	4.0	boreal	benthopelagic oceanodromous marine	1	2000	False	False	False
Retropinna retropinna	NA	NA	subtropical	anadromous freshwater marine brackish demersal	NA	NA	False	False	False
Rexea nakamurai	NA	NA	NA	benthopelagic marine deep-water	340	370	False	False	False
Rhamphochromis esox	23.0	27.0	tropical	freshwater demersal	2	65	False	False	False
Rhinecanthus aculeatus	NA	NA	tropical	reef-associated marine	0	50	False	False	False
Rhinogobius giurinus	NA	NA	subtropical	amphidromous freshwater marine brackish demersal	NA	NA	False	False	False
Rhinomugil nasutus	NA	NA	tropical	pelagic freshwater brackish	NA	NA	False	False	False
Rhinomuraena quaesita	NA	NA	tropical	reef-associated marine non-migratory	1	57	False	False	False
Rhodeus ocellatus	18.0	24.0	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Rhodeus pseudosericeus	NA	NA	temperate	pelagic freshwater	NA	NA	False	False	False
Rhodeus shitaiensis	NA	NA	subtropical	pelagic freshwater	NA	NA	False	False	False
Rhodeus suigensis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Rhodeus uyekii	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Rhyacichthys aspro	NA	NA	tropical	amphidromous freshwater marine brackish demersal	NA	NA	False	False	False
Rhynchactis macrothrix	NA	NA	NA	bathypelagic marine deep-water	0	2000	False	False	False
Rhynchocypris kumgangensis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Rhynchocypris lagowskii	16.0	20.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Rhynchopelates oxyrhynchus	NA	NA	tropical	benthopelagic freshwater marine brackish	NA	NA	False	False	False
Rinoctes nasutus	NA	NA	NA	bathypelagic marine deep-water	2000	4156	False	False	False
Rivulus marmoratus	18.0	24.0	tropical	freshwater benthopelagic brackish non-migratory	0	NA	False	False	False
Robinsia catherinae	NA	NA	tropical	marine demersal	140	243	False	False	False
Rondeletia loricata	NA	NA	NA	bathypelagic marine deep-water	100	3500	False	False	False
Rudarius ercodes	NA	NA	temperate	reef-associated oceanodromous marine	NA	NA	False	False	False
Ruvettus pretiosus	NA	NA	subtropical	benthopelagic oceanodromous marine	100	800	False	False	False
Saccopharynx lavenbergi	NA	NA	NA	bathypelagic marine deep-water	2000	3000	False	False	False
Sagamichthys abei	NA	NA	NA	bathypelagic marine deep-water	37	1500	True	False	False
Salangichthys microdon	NA	NA	polar	anadromous freshwater marine brackish demersal	NA	NA	False	False	False
Salanx ariakensis	NA	NA	subtropical	anadromous freshwater marine brackish demersal	NA	NA	False	False	False
Salarias fasciatus	NA	NA	tropical	reef-associated marine	0	8	False	False	False
Salmo salar	2.0	9.0	temperate	benthopelagic freshwater marine brackish anadromous	0	210	True	False	False
Salmo trutta	18.0	24.0	subtropical	anadromous freshwater marine brackish pelagic-neritic	0	NA	True	True	True
Salmostoma bacaila	NA	NA	tropical	freshwater benthopelagic brackish potamodromous	NA	NA	False	False	False
Salvelinus alpinus	4.0	16.0	temperate	benthopelagic freshwater marine brackish anadromous	30	70	True	False	False
Salvelinus fontinalis	NA	25.0	temperate	anadromous freshwater marine brackish demersal	15	27	True	False	False
Sander canadensis	NA	30.0	temperate	freshwater demersal	5	NA	False	False	False
Sarcocheilichthys nigripinnis	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Sarcocheilichthys parvus	NA	NA	subtropical	freshwater benthopelagic	NA	NA	False	False	False
Sarcocheilichthys sinensis	16.0	22.0	temperate	freshwater benthopelagic	NA	NA	False	False	False
Sarcocheilichthys variegatus	NA	NA	temperate	freshwater benthopelagic	NA	NA	False	False	False
Sardina pilchardus	NA	NA	subtropical	oceanodromous freshwater marine brackish pelagic-neritic	10	100	False	False	False
Sardinella albella	NA	NA	tropical	reef-associated marine	0	50	False	False	False
Sardinella maderensis	24.0	NA	subtropical	oceanodromous marine brackish pelagic-neritic	0	80	False	False	False
Sardinops melanostictus	9.0	21.0	subtropical	oceanodromous marine pelagic-neritic	0	200	False	False	False
Sargocentron rubrum	NA	NA	subtropical	reef-associated marine	1	84	False	False	False
Sarotherodon melanotheron	23.0	25.0	tropical	freshwater brackish demersal	3	NA	False	False	False
Satyrichthys amiscus	NA	NA	NA	marine demersal deep-water	NA	NA	False	False	False
Saurida undosquamis	NA	NA	subtropical	amphidromous reef-associated marine	1	350	False	False	False
